#SNtype	mag_g	bar	Galtype2	prob
CC           14.67        B            S            0.4719227160
CC           13.69                     S            0.6084453269
Ia           13.35        B            S            0.5668738857
Ia           15.73                     S            0.4628005803
CC           13.25        B            S            0.5739611963
Ia           14.87                     S            0.5248831373
CC           14.35        B            S            0.4949878231
CC           14.39                     S            0.5592628168
CC           14.79        B            S            0.4632640409
CC           14.33                     S            0.5635458943
Ia           13.36                     S0           0.0943112338
Ia           16.94                     S0           0.0356524978
CC           17.15                     S            0.3637180184
CC           15.04                     S            0.5126333070
CC           14.63        B            S            0.4747984000
Ia           17.27                     S            0.3557613632
CC           14.02        B            S            0.5188486863
CC           16.43        B            S            0.3495530073
Ia           18.74        B            S            0.2161400478
CC           13.31        B            S            0.5697137511
CC           14.48        B            S            0.4856199357
Ia           16.13                     S            0.4342176723
CC           14.19                     S            0.5734952970
CC           15.23                     S            0.4988782598
Ia           14.27                     S0           0.0741188401
CC           13.38        B            S            0.5647417851
CC           12.78        B            S            0.6067811917
CC           18.05                     Im           0.5956515600
CC           14.31                     S            0.5649732687
CC           12.25                     S0           0.1254906814
CC           14.78                     S            0.5313617281
CC           16.87                     Im           0.6746313214
Ia           18.13                     S            0.3010881615
Ia           20.39                     S            0.1831609091
CC           13.12                     S            0.6468960171
CC           13.83                     S            0.5987526465
CC           13.83                     S            0.5987526465
Ia           14.74                     S            0.5342283489
CC           14.86                     S            0.5256033722
Ia           18.11                     S            0.3023124132
Ia           14.23                     S0           0.0749110951
Ia           18.74                     S            0.2653778362
Ia           18.67                     S            0.2693489749
Ia           19.10                     S            0.2455866826
Ia           19.10                     S            0.2455866826
Ia           18.67                     S            0.2693489749
Ia           18.58                     S            0.2744829952
Ia           14.09                     S            0.5805655320
Ia           19.25                     S            0.2376526055
Ia           17.52        B            S            0.2817299567
Ia           19.05                     S            0.2482692062
CC           18.96                     S            0.2531465037
CC           14.16        B            S            0.5087296650
CC           14.30                     S            0.5656819217
CC           13.28                     S0           0.0963109662
Ia           15.85                     S            0.4541722882
CC           13.61        B            S            0.5483034392
Ia           16.12                     S            0.4349224257
CC           15.01                     S            0.5147920916
Ia           17.61        B            S            0.2764989463
CC           11.90        B            S            0.6655794841
Ia           17.80                     S            0.3215345388
Ia           18.74                     S            0.2653778362
CC           12.84                     S            0.6651104803
Ia           17.48                     S            0.3419959681
Ia           17.51                     S            0.3400341714
CC           14.11                     S            0.5791463479
Ia           17.47                     S            0.3426391117
Ia           17.28                     S0           0.0324159413
Ia           19.90                     S            0.2053242434
CC           15.28                     S            0.4952752777
CC           17.22                     S            0.3590621168
Ia           12.89                     S            0.6618970434
CC           17.05                     S            0.3704319818
CC           12.54        B            S            0.6231866591
Ia           12.46                     E/S0         0.0010005776
CC           13.75        B            S            0.5382955260
CC           12.00                     S            0.7168620905
Ia           14.87                     S            0.5248831373
Ia           19.30                     S            0.2350370250
Ia           17.20                     S            0.3603932463
Ia           16.81                     S            0.3867146040
Ia           19.63                     S            0.2183521233
Ia           17.43                     S            0.3452290889
