RA	DEC	SNtype	mag_g	bar	redshift	Galtype2
202.50750	 13.41578	Ia       	13.91    	         	 0.02468 	S        
239.12721	 20.04600	Ia       	14.23    	         	 0.03208 	S0       
208.19921	  5.31372	Ia       	17.58    	         	 0.08333 	S        
218.48638	  3.79883	Ia       	17.11    	         	 0.02996 	S0       
151.30900	 21.47556	CC       	14.07    	         	 0.01860 	S        
201.53800	 35.93278	CC       	13.16    	B        	 0.01870 	S        
195.18075	 27.96161	Ia       	15.57    	B        	 0.02809 	S0       
180.63542	 41.04450	CC       	13.49    	         	 0.02046 	S        
242.48529	 43.12664	Ia       	15.53    	         	 0.03288 	S        
163.51075	 46.02675	Ia       	14.52    	B        	 0.04146 	S        
196.25967	 28.74000	Ia       	16.15    	         	 0.02791 	S0       
356.77550	 29.48072	Ia       	12.39    	B        	 0.01724 	S        
194.85175	 28.34769	Ia       	17.29    	         	 0.06771 	S        
197.41842	 -1.04922	CC       	14.81    	         	 0.02443 	S        
184.81204	 22.42728	Ia       	14.34    	B        	 0.02230 	S        
201.10458	 30.95631	Ia       	14.95    	         	 0.04841 	S        
196.80213	 58.13503	CC       	14.63    	B        	 0.02755 	S        
206.39121	 35.61017	Ia       	14.24    	         	 0.02374 	S0       
182.48763	 47.09553	Ia       	15.94    	         	 0.03145 	S0       
221.93046	  9.65942	IIn      	14.78    	         	 0.02854 	S        
225.75421	 21.69461	CC       	17.51    	         	 0.06118 	S        
338.98521	 20.32142	CC       	13.37    	         	 0.01853 	S        
197.00513	 26.11639	IIn      	15.34    	         	 0.03573 	S        
351.95238	 14.47417	Ia       	16.13    	B        	 0.04111 	S0       
178.91121	 44.38372	IIn      	17.47    	         	 0.02308 	S        
356.47658	 12.06639	CC       	14.03    	         	 0.01422 	S        
205.42950	 40.87689	Ia       	14.87    	B        	 0.06014 	S        
182.89313	 57.74064	CC       	13.51    	         	 0.01625 	S        
 15.16183	 -7.98036	CC       	13.84    	         	 0.01951 	S        
218.92963	  8.29883	Ia       	13.98    	         	 0.02647 	S        
348.97108	  5.13061	Ia       	14.50    	B        	 0.03300 	S        
244.43038	 34.96531	Ia       	16.61    	         	 0.02704 	S        
215.54771	 13.92061	Ia       	13.43    	         	 0.00764 	S        
208.36938	  5.20633	Ia       	13.48    	B        	 0.00269 	S0       
339.90796	 11.77111	CC       	14.41    	         	 0.02450 	S        
 18.42125	 -0.10178	Ia       	14.58    	         	 0.01717 	S        
225.96100	 42.11347	CC       	14.39    	B        	 0.01686 	S        
 29.89750	 14.00544	CC       	13.64    	         	 0.01533 	S0       
 31.08129	 -8.72839	Ia       	13.97    	         	 0.01781 	S0       
 42.54979	 47.05569	IIn      	13.97    	         	 0.02759 	S        
  9.74904	 -9.01572	Ia       	14.17    	         	 0.02038 	S0       
331.28846	 26.60872	CC       	14.53    	         	 0.02036 	S        
 10.35367	 25.49631	CC       	12.62    	         	 0.01513 	S        
322.15471	  1.22811	Ia       	17.41    	         	 0.04941 	S        
  5.40642	 -1.00997	Ia       	17.56    	         	 0.08431 	S        
 55.60200	 39.24194	Ia       	14.41    	B        	 0.04103 	S        
309.68275	 -0.47453	Ia       	18.13    	         	 0.14717 	S        
323.69421	  1.17592	Ia       	19.05    	         	 0.12000 	S        
309.47188	  1.22114	Ia       	17.18    	         	 0.07995 	S        
313.03817	 -0.51111	Ia       	17.27    	         	 0.07050 	S        
  6.64850	 -0.30208	Ia       	19.42    	         	 0.23528 	S        
 27.39546	 -0.64989	Ia       	21.31    	         	 0.13000 	S        
 38.16204	  0.61750	CC       	14.51    	         	 0.02075 	S        
317.49583	  0.40878	Ia       	18.37    	         	 0.09914 	S        
351.66746	 -0.84025	Ia       	18.04    	         	 0.08266 	S        
  4.17229	 -0.42453	Ia       	17.95    	         	 0.10467 	S        
 11.60146	  0.00347	Ia       	16.61    	         	 0.11644 	S0       
 26.30225	  0.35644	CC       	16.23    	         	 0.06968 	S        
338.09446	 30.82869	Ia       	14.77    	         	 0.03460 	S        
179.03542	 55.39161	CC       	13.79    	         	 0.01934 	S        
 14.07208	 -1.62944	Ia       	17.34    	         	 0.04477 	S        
 49.36275	 41.40542	IIn      	13.68    	         	 0.01841 	S0       
344.64292	 15.17383	Ia       	14.73    	B        	 0.03084 	S        
331.10046	  0.69122	Ia       	20.11    	         	 0.21000 	S        
 40.61238	 -0.79414	Ia       	19.72    	         	 0.23738 	S        
  8.36688	 -0.32025	CC       	17.43    	         	 0.10675 	S        
354.94646	  0.20522	Ia       	17.23    	         	 0.06853 	S        
 27.56479	 -0.88725	Ia       	19.01    	         	 0.15763 	S        
 18.48879	  0.37167	Ia       	16.62    	         	 0.04539 	S        
 31.82992	  1.25208	Ia       	18.13    	         	 0.17490 	S        
332.26329	 17.84136	CC       	15.19    	B        	 0.04500 	S        
343.77229	 21.10064	Ia       	18.67    	         	 0.07000 	Im       
 62.58788	 13.47344	Ia       	17.80    	B        	 0.04000 	S        
  8.09158	  5.89956	CC       	17.35    	         	 0.03000 	S        
  2.79004	 29.90842	CC       	16.53    	         	 0.04000 	S        
 21.52638	 -5.73250	Ia       	19.49    	         	 0.10000 	S        
 10.15896	 -3.11336	Ia       	17.60    	B        	 0.12000 	S        
357.13200	 -2.14925	CC       	16.01    	         	 0.03000 	S        
324.89063	 10.48486	Ia       	16.67    	         	 0.07886 	S        
346.14867	  7.60597	CC       	16.16    	         	 0.02000 	S        
 99.17138	 37.60139	CC       	16.51    	B        	 0.02235 	S        
350.33117	  0.25975	CC       	17.53    	         	 0.03078 	S        
359.80846	 -0.31103	CC       	19.19    	         	 0.07565 	S        
  5.08396	  7.70194	CC       	15.13    	         	 0.01904 	S        
  0.15646	 28.38414	CC       	14.49    	B        	 0.02904 	S        
120.53096	  0.80875	IIn      	14.85    	B        	 0.01849 	S        
 20.81133	 -0.32964	CC       	16.87    	         	 0.07674 	S        
314.23425	 -0.27906	Ia       	19.42    	         	 0.16000 	S        
351.16254	 -0.71833	Ia       	17.93    	         	 0.14865 	S        
 35.84292	  0.81900	Ia       	19.30    	         	 0.24954 	S        
  2.85333	  0.70272	Ia       	19.05    	         	 0.19943 	S        
 55.46033	  8.15694	Ia       	14.49    	         	 0.02125 	S0       
314.52175	  0.90047	CC       	20.24    	         	 0.12021 	S        
341.10200	 -0.16486	CC       	13.21    	         	 0.01616 	S        
  8.86588	  2.93075	CC       	14.91    	B        	 0.01394 	S        
 34.24954	 30.69928	CC       	18.04    	         	 0.01500 	Im       
173.01375	 36.70100	CC       	13.96    	B        	 0.00833 	S        
 32.14029	 -3.95358	Ia       	18.61    	B        	 0.20000 	S        
201.83233	 31.78736	IIn      	15.65    	         	 0.01537 	S        
 11.66063	 36.33272	Ia       	14.78    	B        	 0.03719 	S        
 14.87967	 -0.25653	Ia       	20.24    	         	 0.22000 	S        
341.24608	 -1.00661	Ia       	18.27    	         	 0.12877 	S        
 18.40767	  0.42386	Ia       	18.23    	         	 0.04660 	S        
 26.42092	 -1.05439	Ia       	20.11    	         	 0.19695 	S        
 46.66450	  0.06403	Ia       	16.81    	         	 0.10744 	S        
 31.10008	  9.67728	CC       	16.06    	         	 0.02480 	S        
 14.12171	 -1.22669	Ia       	16.81    	         	 0.03809 	S        
 15.33629	 31.50261	CC       	14.89    	         	 0.01859 	S        
 27.95046	  0.26342	Ia       	14.90    	         	 0.05916 	S        
352.02996	  0.85636	Ia       	17.58    	         	 0.11908 	S        
320.38275	  0.99331	Ia       	17.65    	         	 0.03412 	S        
176.00029	 19.97731	Ia       	14.18    	         	 0.02109 	S0       
177.01446	 30.35667	Ia       	13.03    	         	 0.02098 	S        
174.30458	 15.43536	Ia       	14.73    	         	 0.01348 	S        
 26.04408	 -0.15589	CC       	17.93    	         	 0.05549 	S        
328.70950	  0.93367	Ia       	18.92    	         	 0.21077 	E/S0     
305.81321	 -0.84850	Ia       	19.19    	         	 0.18000 	S        
 23.56121	 -0.40364	Ia       	20.55    	         	 0.11000 	S        
340.42521	 -0.13692	Ia       	18.64    	         	 0.05783 	S        
336.38492	  0.15419	CC       	19.36    	         	 0.05832 	S        
 27.13479	 18.20544	Ia       	17.86    	         	 0.06000 	S        
 47.19533	 18.94056	Ia       	17.07    	         	 0.03000 	S        
245.83675	 37.26383	Ia       	14.30    	B        	 0.03384 	S        
  5.57608	 27.88886	IIn      	18.39    	         	 0.08000 	S        
349.80842	  4.99444	Ia       	18.44    	         	 0.06000 	S        
 25.41275	  6.32247	Ia       	17.95    	B        	 0.09000 	S        
353.13325	  8.90481	Ia       	19.56    	         	 0.11000 	S        
349.01817	 -8.18394	Ia       	17.69    	         	 0.07000 	S        
130.84525	 -3.57117	CC       	16.75    	         	 0.07000 	S        
 37.45917	 23.09264	CC       	16.30    	B        	 0.02000 	S        
114.96292	 34.95931	CC       	17.59    	         	 0.06000 	S0       
 56.52825	  0.38975	Ia       	17.50    	         	 0.03089 	Im       
191.41292	 35.08678	Ia       	15.28    	         	 0.03224 	S        
  0.89592	 23.19617	Ia       	13.67    	         	 0.02420 	S        
179.67071	 27.46044	CC       	13.03    	         	 0.01150 	S        
191.73700	 36.53383	Ia       	15.32    	B        	 0.04053 	S        
122.92913	 41.55467	Ia       	15.40    	B        	 0.03155 	S        
172.87504	 -2.29783	CC       	13.16    	B        	 0.01582 	S        
206.24196	 26.30714	Ia       	18.00    	         	 0.12318 	S        
  6.31942	 12.88681	Ia       	13.81    	B        	 0.01709 	S        
180.11538	 -1.08100	CC       	10.95    	         	 0.00487 	S        
251.75983	 40.14656	CC       	15.68    	         	 0.03013 	S        
261.10242	 44.93775	CC       	13.73    	         	 0.02754 	S        
215.58763	 -0.39378	Ia       	11.81    	B        	 0.00552 	S        
150.39996	 21.61167	CC       	16.51    	         	 0.02067 	S        
161.64008	 13.75258	CC       	11.80    	B        	 0.00982 	S        
179.68217	 27.45033	CC       	13.03    	         	 0.01150 	S        
214.20725	 10.80669	Ia       	12.33    	         	 0.02471 	E        
239.09608	 16.51608	Ia       	14.14    	         	 0.01544 	S0       
200.25804	 58.55067	Ia       	14.98    	         	 0.05279 	S0       
158.67988	 11.19397	CC       	14.08    	         	 0.00463 	S        
125.68025	 22.55469	Ia       	12.75    	         	 0.00706 	S0       
338.87958	 34.80183	Ia       	13.03    	         	 0.02110 	S0       
229.17763	  7.39661	Ia       	14.77    	B        	 0.03854 	S        
169.81071	 20.80903	Ia       	13.68    	         	 0.02075 	S        
127.88867	 -1.19944	Ia       	14.57    	B        	 0.03102 	S        
232.18992	 58.87022	Ia       	17.68    	B        	 0.03214 	S        
171.25958	 -9.79828	Ia       	11.58    	         	 0.00622 	S        
161.12054	 23.83631	CC       	17.90    	         	 0.04357 	S        
141.00229	  5.20694	CC       	14.75    	         	 0.02794 	S        
216.94888	 12.81308	IIn      	17.35    	         	 0.04361 	S        
233.54529	  7.09686	CC       	15.20    	B        	 0.04652 	S        
165.67300	 -1.64208	CC       	19.05    	         	 0.02522 	S        
236.18367	  4.47031	CC       	16.26    	         	 0.04188 	S        
194.22404	 22.37281	Ia       	15.26    	         	 0.02219 	S        
230.78192	  8.52931	Ia       	15.38    	         	 0.03284 	S0       
176.44104	 19.77053	Ia       	13.04    	         	 0.01795 	E        
267.08829	 54.15144	CC       	14.04    	         	 0.02218 	S        
190.68825	 55.14919	IIn      	14.26    	         	 0.01644 	S        
333.48246	 13.75664	Ia       	15.22    	         	 0.02538 	S        
190.55300	-17.40214	Ia       	13.90    	         	 0.03660 	S0       
333.66846	  5.08025	Ia       	16.38    	         	 0.02592 	S        
357.41250	 29.93114	Ia       	15.15    	         	 0.01756 	S        
241.50271	 55.42431	CC       	14.22    	B        	 0.03136 	S        
137.87533	  8.45783	Ia       	17.89    	         	 0.05616 	S        
208.20825	 20.49708	Ia       	16.18    	         	 0.05376 	S0       
211.91621	 19.46800	Ia       	18.47    	         	 0.15403 	S        
225.72967	  7.20156	Ia       	16.03    	         	 0.08956 	S        
159.04242	 34.54261	Ia       	17.07    	B        	 0.05135 	S        
229.65329	  9.85478	CC       	17.63    	         	 0.03288 	S        
243.51917	  8.92222	Ia       	17.92    	         	 0.12947 	S        
314.85708	  3.65347	Ia       	18.52    	         	 0.10000 	S        
210.21258	 22.95789	Ia       	18.27    	         	 0.08319 	S        
219.16117	 14.67061	CC       	16.26    	         	 0.05170 	S        
320.51429	  5.15169	CC       	18.34    	         	 0.04000 	S        
326.31775	 11.04683	Ia       	17.73    	         	 0.03367 	Im       
340.70408	 24.04644	CC       	19.63    	         	 0.04000 	S        
327.38575	 19.02900	Ia       	18.58    	         	 0.16000 	S        
233.71825	  7.01489	CC       	17.43    	         	 0.07434 	S        
221.94725	 16.83142	Ia       	17.29    	         	 0.04567 	S        
197.45975	 20.74500	Ia       	17.86    	         	 0.09591 	S        
210.57042	 13.10081	CC       	18.13    	         	 0.01000 	Im       
212.54704	  8.31106	Ia       	17.45    	         	 0.10000 	S0       
230.77025	  8.78214	Ia       	17.97    	         	 0.07574 	S        
355.97963	 27.10675	CC       	16.94    	B        	 0.03000 	S        
244.68267	  3.04725	Ia       	16.88    	         	 0.12000 	E        
357.02471	 28.23894	CC       	20.00    	         	 0.03000 	S        
242.67367	 15.29403	CC       	18.17    	         	 0.07708 	S        
216.94321	  6.59339	CC       	15.08    	B        	 0.02744 	S        
 17.35100	 19.93094	CC       	16.03    	B        	 0.04000 	S        
  9.08188	  6.06122	CC       	16.59    	         	 0.04000 	S        
340.02575	 24.69919	Ia       	16.00    	         	 0.04000 	S        
228.99638	  4.56758	CC       	18.05    	         	 0.03648 	S        
  6.70788	 21.18036	Ia       	16.57    	         	 0.10000 	S        
352.37321	 10.53175	Ia       	15.02    	         	 0.04000 	S0       
195.81283	 50.61881	Ia       	14.64    	B        	 0.02362 	S        
355.55700	 11.07458	CC       	16.10    	         	 0.06000 	S        
359.21821	  5.50883	Ia       	14.70    	         	 0.01801 	S        
214.07929	 36.21703	Ia       	15.54    	         	 0.06693 	S        
216.48371	 46.44914	CC       	16.96    	         	 0.03311 	S        
 21.04267	  9.01125	CC       	16.32    	B        	 0.04827 	S        
211.90279	 38.68036	CC       	17.00    	         	 0.02582 	S        
 17.86008	 -2.68800	CC       	18.05    	         	 0.06000 	S        
160.57588	 -0.37733	CC       	13.48    	         	 0.01854 	S        
324.28642	  0.43717	Ia       	15.22    	         	 0.05090 	E        
307.62033	-13.25969	Ia       	19.01    	         	 0.06000 	S        
230.28808	  2.44064	IIn      	19.36    	         	 0.05000 	S        
313.98950	 -5.69858	Ia       	17.32    	         	 0.05916 	S        
221.95613	 29.50458	CC       	16.47    	         	 0.04549 	S        
240.52254	 29.72633	CC       	17.43    	         	 0.01442 	S        
340.65554	 28.31567	Ia       	18.64    	         	 0.10000 	S        
349.45296	 22.98531	Ia       	18.88    	         	 0.14000 	S        
 32.62950	  2.33314	CC       	16.73    	         	 0.02000 	S        
180.34758	 61.89272	Ia       	11.24    	         	 0.00450 	S0       
 47.88838	 -0.74631	CC       	15.68    	         	 0.02823 	S        
304.82842	  6.51981	CC       	18.05    	         	 0.03000 	S        
333.00179	  7.53036	CC       	17.43    	         	 0.04000 	S        
  4.10900	 -0.35256	Ia       	17.06    	         	 0.06009 	S        
343.42729	 12.09844	Ia       	17.73    	         	 0.08000 	S        
 24.77354	  6.24500	Ia       	17.64    	B        	 0.11000 	S        
182.89417	 57.73775	CC       	13.51    	         	 0.01625 	S        
357.80654	 11.42192	IIn      	17.77    	B        	 0.04000 	S        
342.01029	 23.25494	CC       	18.37    	         	 0.05000 	S        
 32.14200	 29.23719	CC       	14.15    	         	 0.02193 	S        
  8.99171	 24.03706	CC       	15.80    	         	 0.01874 	S        
251.74625	 38.93403	Ia       	17.63    	         	 0.10779 	S        
345.44954	 15.58650	Ia       	14.02    	B        	 0.01425 	S0       
311.98817	 -5.40719	Ia       	16.46    	         	 0.04606 	S        
314.48113	 -7.39003	CC       	16.09    	B        	 0.02510 	S        
315.69521	 -4.09033	CC       	16.98    	         	 0.03000 	S        
  8.64088	 -1.21753	Ia       	17.26    	         	 0.07275 	S        
 30.89650	  0.78619	CC       	16.48    	         	 0.06140 	S        
 31.61283	 -0.89953	Ia       	18.11    	         	 0.07944 	S        
 54.92638	  1.09228	Ia       	18.61    	B        	 0.18136 	S        
315.78729	 -1.02919	Ia       	17.93    	         	 0.13929 	S        
179.80479	 -1.60525	CC       	18.15    	         	 0.02157 	S        
 55.79192	  0.10247	Ia       	17.87    	         	 0.13097 	S        
348.93567	  0.45711	CC       	16.04    	         	 0.03446 	S        
 21.79063	 14.77958	CC       	14.10    	         	 0.02145 	S        
 17.05700	 18.74083	Ia       	16.06    	         	 0.06000 	S        
251.81079	 40.24358	Ia       	14.59    	         	 0.02953 	S        
 21.33379	  8.90353	CC       	17.92    	         	 0.09000 	S        
 44.97238	  1.16072	Ia       	17.77    	         	 0.07262 	S        
 52.46175	  0.05683	Ia       	18.44    	B        	 0.03710 	S        
 54.00642	  1.10339	Ia       	15.28    	         	 0.04074 	E/S0     
322.32058	 -1.00319	Ia       	21.31    	         	 0.26000 	S        
328.91079	 -0.17675	IIn      	19.36    	         	 0.09115 	S        
341.88329	  0.41458	CC       	19.72    	         	 0.06000 	S        
  2.99421	  0.99817	Ia       	19.49    	         	 0.16000 	S        
 30.63642	 -1.08917	Ia       	17.86    	         	 0.13682 	S        
300.63675	  0.37169	Ia       	19.80    	         	 0.18000 	S        
138.60921	 36.11456	IIn      	14.47    	B        	 0.02197 	S        
141.49171	 34.63314	Ia       	15.78    	B        	 0.02422 	S        
262.88233	 69.31114	Ia       	17.84    	         	 0.04670 	S        
  0.33158	 13.10850	CC       	13.77    	         	 0.01778 	S        
 55.59692	 39.24178	Ia       	14.41    	B        	 0.04103 	S        
316.09321	 -0.89800	Ia       	19.05    	B        	 0.21000 	S        
 32.57017	 -0.26586	CC       	16.75    	         	 0.06808 	S        
 16.54804	 -0.61414	CC       	16.46    	         	 0.07363 	S        
 54.01904	 -0.20122	CC       	17.48    	         	 0.12740 	S        
 10.96750	  0.79322	CC       	14.87    	         	 0.01814 	S        
 12.28792	  0.59700	Ia       	17.93    	         	 0.11493 	S        
354.70171	 -6.52258	Ia       	12.33    	         	 0.00672 	S        
  4.18942	  1.20089	Ia       	15.56    	         	 0.04406 	E        
 18.26671	 -0.54000	Ia       	18.52    	B        	 0.11982 	S        
 29.66721	 -0.24906	CC       	16.88    	         	 0.08092 	S        
340.92088	  0.42136	Ia       	19.80    	         	 0.15000 	S        
 12.25142	 -0.32400	Ia       	18.25    	         	 0.15622 	S        
351.19992	  0.94456	Ia       	17.53    	         	 0.11846 	S        
  2.91363	 -0.47336	CC       	15.33    	         	 0.05704 	S        
181.14238	 20.19172	Ia       	13.85    	         	 0.02069 	S        
 11.22396	 -0.99703	Ia       	18.84    	         	 0.10726 	S        
 20.48688	 -1.01328	CC       	16.02    	         	 0.05450 	S        
 29.72975	 -1.02708	Ia       	19.42    	         	 0.20000 	S        
 46.64096	  0.79331	Ia       	19.30    	         	 0.16000 	S        
 50.88133	  0.66667	Ia       	18.58    	         	 0.13213 	S        
 16.44446	 -0.75883	Ia       	18.32    	         	 0.06647 	E        
 31.26650	  0.17456	Ia       	17.83    	         	 0.07688 	S        
319.14846	 -0.76989	Ia       	16.87    	         	 0.06056 	S        
  8.90571	  0.37003	Ia       	19.72    	         	 0.26000 	S        
192.25521	 -9.45283	Ia       	14.30    	B        	 0.01260 	S        
  0.28875	  1.06847	CC       	17.80    	         	 0.08674 	S        
 43.11438	  0.25183	Ia       	19.49    	         	 0.15403 	S        
 14.38988	 -1.38861	Ia       	14.48    	         	 0.04473 	E        
224.02158	 45.40469	Ia       	14.16    	B        	 0.03616 	S        
348.10829	 13.91369	Ia       	16.33    	         	 0.03389 	S0       
 37.10113	  0.18467	Ia       	18.52    	         	 0.16549 	S        
 24.34875	 -0.31200	Ia       	16.95    	         	 0.05603 	E/S0     
358.58621	 -0.91761	Ia       	18.92    	         	 0.10524 	S        
 28.30150	 33.74278	Ia       	18.34    	         	 0.08500 	S        
 25.65971	  1.03042	Ia       	19.25    	         	 0.17000 	S        
 35.92788	 -0.82600	Ia       	18.67    	         	 0.11319 	S        
312.80583	 -0.95581	Ia       	18.30    	         	 0.12939 	S        
  5.68338	 -0.47900	Ia       	17.87    	         	 0.10796 	S        
 28.14133	  1.24408	Ia       	17.36    	         	 0.10856 	S        
 14.82804	 -0.94706	CC       	17.25    	B        	 0.07925 	S        
358.55408	 27.40928	Ia       	17.73    	         	 0.02400 	S        
 43.12179	 -1.13953	Ia       	17.87    	         	 0.13587 	S        
338.78296	 -1.11042	CC       	18.58    	         	 0.09497 	S        
  6.92408	  1.23325	CC       	17.59    	         	 0.08039 	S        
116.65638	 44.78947	Ia       	14.01    	         	 0.03081 	S        
353.59979	 -0.89033	Ia       	17.65    	         	 0.08916 	S        
 27.58417	 -0.40381	Ia       	17.60    	         	 0.12778 	S        
 28.49525	 -0.09267	Ia       	17.22    	B        	 0.08869 	S        
 26.12071	  0.22978	Ia       	18.96    	         	 0.17000 	S        
165.64288	 50.58292	IIn      	13.74    	         	 0.02228 	S        
 51.42983	 41.24489	Ia       	16.47    	B        	 0.04800 	S        
 67.79517	  7.63097	CC       	14.11    	         	 0.01310 	S        
150.13025	  4.40728	Ia       	14.38    	         	 0.01386 	S        
165.79492	 56.22397	Ia       	13.77    	         	 0.00507 	S0       
342.24629	  1.20608	Ia       	18.04    	         	 0.10000 	S        
 29.96308	  1.21647	Ia       	18.15    	         	 0.12996 	S        
  2.66513	 -0.05283	CC       	14.97    	         	 0.03881 	S        
181.17621	 49.18592	Ia       	14.93    	         	 0.02395 	S0       
190.27529	 50.39131	Ia       	13.66    	         	 0.01553 	S        
334.78700	 13.17786	Ia       	18.49    	         	 0.02784 	S        
183.40367	 46.49336	Ia       	14.18    	         	 0.02524 	S        
 17.53854	 -0.70222	CC       	17.48    	         	 0.11766 	S        
 31.75096	 -5.10228	CC       	17.08    	         	 0.02000 	S        
225.19054	 49.99008	CC       	14.07    	B        	 0.01354 	S        
 32.37250	 -3.59306	Ia       	19.05    	         	 0.40000 	S        
 37.06163	 -8.60894	CC       	17.40    	         	 0.14028 	S        
152.33325	 14.99244	Ia       	15.88    	B        	 0.03070 	S        
137.39700	 33.11922	CC       	12.58    	         	 0.00645 	S        
156.77325	 -3.30142	Ia       	17.08    	         	 0.03033 	S0       
189.47263	 34.02667	CC       	14.83    	         	 0.02249 	S        
178.43825	 48.42264	Ia       	18.61    	         	 0.05283 	S        
192.40479	 28.32958	Ia       	17.59    	         	 0.05544 	S        
224.86875	 16.65342	Ia       	13.62    	         	 0.03342 	S0       
162.95188	  3.77658	Ia       	15.60    	         	 0.06841 	S0       
164.41654	 37.66164	Ia       	14.35    	         	 0.03509 	E/S0     
203.27638	 33.14972	IIn      	14.92    	B        	 0.02496 	S        
 47.35500	 80.13011	CC       	13.64    	B        	 0.00793 	S        
 41.53013	 -7.64272	CC       	15.28    	         	 0.02987 	S0       
264.61742	 61.03714	CC       	14.14    	         	 0.02710 	S        
 46.94442	 38.36839	CC       	14.93    	B        	 0.01537 	S        
186.15800	 10.83817	Ia       	15.51    	B        	 0.02617 	S        
225.68188	 23.33550	IIn      	13.63    	         	 0.01897 	S        
181.01208	 20.24517	Ia       	13.47    	         	 0.02445 	E        
130.19229	 -4.11925	CC       	12.16    	B        	 0.01445 	S        
128.97246	  0.70642	Ia       	12.52    	         	 0.01345 	S        
177.94917	 46.87494	CC       	16.32    	B        	 0.01894 	S        
217.54925	 27.53489	CC       	14.14    	B        	 0.01475 	S        
195.74492	 10.50750	IIn      	15.91    	         	 0.03193 	S        
184.10592	 47.02792	CC       	13.96    	B        	 0.02414 	S        
118.82867	 53.32872	CC       	13.90    	         	 0.02444 	S        
189.74058	 11.12950	Ia       	17.12    	         	 0.06015 	S        
187.82875	  8.38836	Ia       	18.05    	B        	 0.16542 	S        
238.56313	 10.97361	IIn      	18.34    	         	 0.03608 	S        
309.72717	 -5.63678	CC       	13.21    	         	 0.01301 	S        
242.76813	 52.45222	Ia       	14.81    	         	 0.06343 	S0       
330.60200	 18.32261	Ia       	13.88    	B        	 0.02532 	S        
170.79542	 34.21417	Ia       	16.77    	B        	 0.03421 	S        
137.37771	 33.13897	CC       	12.58    	         	 0.00645 	S        
  3.66400	 -7.32319	Ia       	12.33    	         	 0.01833 	S0       
  8.79717	 23.25419	Ia       	16.52    	         	 0.03680 	S        
241.51296	 55.42706	CC       	14.22    	B        	 0.03136 	S        
332.71529	  2.10822	Ia       	14.17    	B        	 0.04141 	S        
254.12733	 27.97589	Ia       	14.28    	         	 0.03518 	S0       
344.04933	  3.92650	CC       	13.72    	B        	 0.01605 	S        
210.23446	 41.00806	CC       	15.41    	         	 0.01274 	Im       
195.05963	 27.95456	Ia       	14.24    	         	 0.02169 	S0       
345.81900	  8.87217	Ia       	12.58    	         	 0.01638 	S        
 14.13733	 -1.77111	Ia       	13.41    	         	 0.01337 	S0       
 27.90113	 19.10469	Ia       	14.21    	B        	 0.03366 	S        
  6.99692	 30.76353	CC       	15.48    	         	 0.02097 	S        
 13.80650	 35.44061	IIn      	15.73    	B        	 0.03683 	S        
 10.46683	 32.99033	Ia       	15.45    	         	 0.01644 	S        
 19.41950	 43.64414	Ia       	14.36    	         	 0.02000 	S        
240.75871	 39.64561	CC       	14.17    	         	 0.03084 	S        
254.62050	 20.04389	CC       	13.98    	B        	 0.02009 	S        
 42.92663	 42.83097	Ia       	13.59    	B        	 0.01808 	S0       
 49.68375	 41.48256	Ia       	14.02    	B        	 0.01075 	S        
 50.07767	 41.36222	Ia       	13.56    	         	 0.01000 	E/S0     
258.20775	 42.81439	Ia       	13.70    	         	 0.02702 	E/S0     
 38.52108	  1.39514	Ia       	18.34    	         	 0.07200 	S        
357.26463	 26.79425	IIn      	14.44    	B        	 0.03841 	S        
245.45221	 37.06139	CC       	17.33    	         	 0.02986 	S        
250.05192	 39.73217	CC       	15.75    	         	 0.02975 	S        
 17.27396	 14.75469	CC       	16.45    	B        	 0.03854 	S        
 20.18346	 14.69361	CC       	17.19    	         	 0.05904 	S        
146.13083	 55.75864	CC       	15.11    	         	 0.02544 	S        
 41.00138	  5.42856	CC       	14.55    	B        	 0.02389 	S        
339.11904	 21.63203	CC       	13.26    	B        	 0.02381 	S        
 20.22842	  4.80531	Ia       	14.55    	         	 0.03420 	E        
348.55163	 -2.78122	IIn      	14.85    	         	 0.01159 	S        
 69.85921	  9.14211	Ia       	17.76    	         	 0.06400 	S        
 47.50400	 19.22308	Ia       	16.76    	         	 0.02900 	E        
171.26350	 -9.79750	CC       	11.58    	         	 0.00622 	S        
  4.88008	 28.86250	Ia       	19.10    	         	 0.10000 	S        
 21.51521	 11.44069	CC       	14.28    	         	 0.01941 	S        
  6.67917	 -3.59817	Ia       	14.13    	         	 0.01283 	S        
  1.00796	-11.16875	Ia       	14.86    	         	 0.03789 	S        
123.55938	 21.36053	CC       	12.92    	         	 0.01128 	S        
139.71850	 18.95567	Ia       	16.75    	         	 0.07583 	S0       
141.09788	 28.29533	CC       	14.21    	B        	 0.02171 	S        
136.89192	  3.39225	Ia       	12.79    	         	 0.01259 	S0       
 10.82758	 42.17061	Ia       	17.64    	         	 0.07305 	S        
179.04025	 60.52542	CC       	13.04    	         	 0.03318 	S        
194.45917	 36.37597	IIn      	14.07    	         	 0.01509 	S        
 49.31938	 41.38267	Ia       	14.18    	         	 0.01948 	E/S0     
184.98242	  5.33925	CC       	12.11    	B        	 0.00783 	S        
 21.23846	  9.55042	Ia       	10.74    	         	 0.00811 	S0       
209.95113	 40.38100	CC       	15.82    	         	 0.01255 	S        
169.87738	 54.46283	Ia       	16.18    	B        	 0.06965 	S        
